dispatch_id,module_name,vmfb_path,mlir_path,mean_time,mean_unit,mean_time_ns,returncode,log_path,source,op,shape,cycles,implementation,cell_class,exclusion_reason
939,moonshine$dispatch_939_linear_s8,,,1.248446138,ms,1248446.138,0,,board_measured_b1_scaled_by_measured_region_factor_0.5883,linear_s8,M=1;K=288;N=1152,49938,roccmoon_engine[curated],measured,
940,moonshine$dispatch_940_silu_s8,,,1000000000,us,1000000000000,0,,excluded_impossible,silu_s8,n=1152,,,excluded_impossible,hart 1's tile has no P-extension (PynqZ2Configs.scala:220 WithPExtOnTiles(0) names hart 0 only); this kernel's body is custom-0 throughout and holds no hart-1-executable alternative -- it would take an illegal instruction
941,moonshine$dispatch_941_linear_s8,,,1.253637885,ms,1253637.885,0,,board_measured_b1_scaled_by_measured_region_factor_0.5883,linear_s8,M=1;K=288;N=1152,50146,roccmoon_engine[curated],measured,
942,moonshine$dispatch_942_mul_s8,,,1000000000,us,1000000000000,0,,excluded_impossible,mul_s8,n=1152,,,excluded_impossible,hart 1's tile has no P-extension (PynqZ2Configs.scala:220 WithPExtOnTiles(0) names hart 0 only); this kernel's body is custom-0 throughout and holds no hart-1-executable alternative -- it would take an illegal instruction
943,moonshine$dispatch_943_linear_s8,,,1.263903720,ms,1263903.720,0,,board_measured_b1_scaled_by_measured_region_factor_0.5883,linear_s8,M=1;K=1152;N=288,50556,roccmoon_engine[curated],measured,
944,moonshine$dispatch_944_add_s8,,,1000000000,us,1000000000000,0,,excluded_impossible,add_s8,n=288,,,excluded_impossible,hart 1's tile has no P-extension (PynqZ2Configs.scala:220 WithPExtOnTiles(0) names hart 0 only); this kernel's body is custom-0 throughout and holds no hart-1-executable alternative -- it would take an illegal instruction
945,moonshine$dispatch_945_layernorm_s8,,,1000000000,us,1000000000000,0,,excluded_impossible,layernorm_s8,M=1;K=288,,,excluded_impossible,hart 1's tile has no P-extension (PynqZ2Configs.scala:220 WithPExtOnTiles(0) names hart 0 only); this kernel's body is custom-0 throughout and holds no hart-1-executable alternative -- it would take an illegal instruction
946,moonshine$dispatch_946_linear_s8,,,0.545221733,ms,545221.733,0,,board_measured_b1_scaled_by_measured_region_factor_0.5883,linear_s8,M=1;K=288;N=288,21809,roccmoon_engine[curated],measured,
947,moonshine$dispatch_947_rope_s8,,,1000000000,us,1000000000000,0,,excluded_impossible,rope_s8,T=1;H=8;D=36;R=32,,,excluded_impossible,hart 1's tile has no P-extension (PynqZ2Configs.scala:220 WithPExtOnTiles(0) names hart 0 only); this kernel's body is custom-0 throughout and holds no hart-1-executable alternative -- it would take an illegal instruction
948,moonshine$dispatch_948_linear_s8,,,0.547501395,ms,547501.395,0,,board_measured_b1_scaled_by_measured_region_factor_0.5883,linear_s8,M=1;K=288;N=288,21900,roccmoon_engine[curated],measured,
949,moonshine$dispatch_949_rope_s8,,,1000000000,us,1000000000000,0,,excluded_impossible,rope_s8,T=1;H=8;D=36;R=32,,,excluded_impossible,hart 1's tile has no P-extension (PynqZ2Configs.scala:220 WithPExtOnTiles(0) names hart 0 only); this kernel's body is custom-0 throughout and holds no hart-1-executable alternative -- it would take an illegal instruction
950,moonshine$dispatch_950_linear_s8,,,0.540338842,ms,540338.843,0,,board_measured_b1_scaled_by_measured_region_factor_0.5883,linear_s8,M=1;K=288;N=288,21614,roccmoon_engine[curated],measured,
951,moonshine$dispatch_951_cat2_c1_s8,,,1000000000,us,1000000000000,0,,excluded_impossible,cat2_c1_s8,N=1;H=288;W=1;C_inputs=4|1;C_total=5,,,excluded_impossible,hart 1's tile has no P-extension (PynqZ2Configs.scala:220 WithPExtOnTiles(0) names hart 0 only); this kernel's body is custom-0 throughout and holds no hart-1-executable alternative -- it would take an illegal instruction
952,moonshine$dispatch_952_cat2_c1_s8,,,1000000000,us,1000000000000,0,,excluded_impossible,cat2_c1_s8,N=1;H=288;W=1;C_inputs=4|1;C_total=5,,,excluded_impossible,hart 1's tile has no P-extension (PynqZ2Configs.scala:220 WithPExtOnTiles(0) names hart 0 only); this kernel's body is custom-0 throughout and holds no hart-1-executable alternative -- it would take an illegal instruction
953,moonshine$dispatch_953_permute4_s8,,,1000000000,us,1000000000000,0,,excluded_impossible,permute4_s8,d0=1;d1=5;d2=8;d3=36;p0=0;p1=2;p2=1;p3=3,,,excluded_impossible,hart 1's tile has no P-extension (PynqZ2Configs.scala:220 WithPExtOnTiles(0) names hart 0 only); this kernel's body is custom-0 throughout and holds no hart-1-executable alternative -- it would take an illegal instruction
954,moonshine$dispatch_954_permute4_s8,,,1000000000,us,1000000000000,0,,excluded_impossible,permute4_s8,d0=1;d1=5;d2=8;d3=36;p0=0;p1=2;p2=1;p3=3,,,excluded_impossible,hart 1's tile has no P-extension (PynqZ2Configs.scala:220 WithPExtOnTiles(0) names hart 0 only); this kernel's body is custom-0 throughout and holds no hart-1-executable alternative -- it would take an illegal instruction
955,moonshine$dispatch_955_matmul_b_s8,,,1000000000,us,1000000000000,0,,excluded_impossible,matmul_b_s8,B=8;M=1;K=36;N=5;transpose_b=1,,,excluded_impossible,hart 1's tile has no P-extension (PynqZ2Configs.scala:220 WithPExtOnTiles(0) names hart 0 only); this kernel's body is custom-0 throughout and holds no hart-1-executable alternative -- it would take an illegal instruction
956,moonshine$dispatch_956_softmax_s8,,,1000000000,us,1000000000000,0,,excluded_impossible,softmax_s8,M=8;K=5,,,excluded_impossible,hart 1's tile has no P-extension (PynqZ2Configs.scala:220 WithPExtOnTiles(0) names hart 0 only); this kernel's body is custom-0 throughout and holds no hart-1-executable alternative -- it would take an illegal instruction
957,moonshine$dispatch_957_matmul_b_s8,,,1000000000,us,1000000000000,0,,excluded_impossible,matmul_b_s8,B=8;M=1;K=5;N=36;transpose_b=0,,,excluded_impossible,hart 1's tile has no P-extension (PynqZ2Configs.scala:220 WithPExtOnTiles(0) names hart 0 only); this kernel's body is custom-0 throughout and holds no hart-1-executable alternative -- it would take an illegal instruction
958,moonshine$dispatch_958_linear_s8,,,0.571783478,ms,571783.478,0,,board_measured_b1_scaled_by_measured_region_factor_0.5883,linear_s8,M=1;K=288;N=288,22871,roccmoon_engine[curated],measured,
959,moonshine$dispatch_959_add_s8,,,1000000000,us,1000000000000,0,,excluded_impossible,add_s8,n=288,,,excluded_impossible,hart 1's tile has no P-extension (PynqZ2Configs.scala:220 WithPExtOnTiles(0) names hart 0 only); this kernel's body is custom-0 throughout and holds no hart-1-executable alternative -- it would take an illegal instruction
960,moonshine$dispatch_960_layernorm_s8,,,1000000000,us,1000000000000,0,,excluded_impossible,layernorm_s8,M=1;K=288,,,excluded_impossible,hart 1's tile has no P-extension (PynqZ2Configs.scala:220 WithPExtOnTiles(0) names hart 0 only); this kernel's body is custom-0 throughout and holds no hart-1-executable alternative -- it would take an illegal instruction
961,moonshine$dispatch_961_linear_s8,,,0.547221953,ms,547221.953,0,,board_measured_b1_scaled_by_measured_region_factor_0.5883,linear_s8,M=1;K=288;N=288,21889,roccmoon_engine[curated],measured,
962,moonshine$dispatch_962_matmul_b_s8,,,1000000000,us,1000000000000,0,,excluded_impossible,matmul_b_s8,B=8;M=1;K=36;N=165;transpose_b=1,,,excluded_impossible,hart 1's tile has no P-extension (PynqZ2Configs.scala:220 WithPExtOnTiles(0) names hart 0 only); this kernel's body is custom-0 throughout and holds no hart-1-executable alternative -- it would take an illegal instruction
963,moonshine$dispatch_963_softmax_s8,,,1000000000,us,1000000000000,0,,excluded_impossible,softmax_s8,M=8;K=165,,,excluded_impossible,hart 1's tile has no P-extension (PynqZ2Configs.scala:220 WithPExtOnTiles(0) names hart 0 only); this kernel's body is custom-0 throughout and holds no hart-1-executable alternative -- it would take an illegal instruction
964,moonshine$dispatch_964_matmul_b_s8,,,1000000000,us,1000000000000,0,,excluded_impossible,matmul_b_s8,B=8;M=1;K=165;N=36;transpose_b=1,,,excluded_impossible,hart 1's tile has no P-extension (PynqZ2Configs.scala:220 WithPExtOnTiles(0) names hart 0 only); this kernel's body is custom-0 throughout and holds no hart-1-executable alternative -- it would take an illegal instruction
965,moonshine$dispatch_965_linear_s8,,,0.581049203,ms,581049.203,0,,board_measured_b1_scaled_by_measured_region_factor_0.5883,linear_s8,M=1;K=288;N=288,23242,roccmoon_engine[curated],measured,
966,moonshine$dispatch_966_add_s8,,,1000000000,us,1000000000000,0,,excluded_impossible,add_s8,n=288,,,excluded_impossible,hart 1's tile has no P-extension (PynqZ2Configs.scala:220 WithPExtOnTiles(0) names hart 0 only); this kernel's body is custom-0 throughout and holds no hart-1-executable alternative -- it would take an illegal instruction
967,moonshine$dispatch_967_layernorm_s8,,,1000000000,us,1000000000000,0,,excluded_impossible,layernorm_s8,M=1;K=288,,,excluded_impossible,hart 1's tile has no P-extension (PynqZ2Configs.scala:220 WithPExtOnTiles(0) names hart 0 only); this kernel's body is custom-0 throughout and holds no hart-1-executable alternative -- it would take an illegal instruction
968,moonshine$dispatch_968_linear_s8,,,1.258417823,ms,1258417.823,0,,board_measured_b1_scaled_by_measured_region_factor_0.5883,linear_s8,M=1;K=288;N=1152,50337,roccmoon_engine[curated],measured,
969,moonshine$dispatch_969_silu_s8,,,1000000000,us,1000000000000,0,,excluded_impossible,silu_s8,n=1152,,,excluded_impossible,hart 1's tile has no P-extension (PynqZ2Configs.scala:220 WithPExtOnTiles(0) names hart 0 only); this kernel's body is custom-0 throughout and holds no hart-1-executable alternative -- it would take an illegal instruction
970,moonshine$dispatch_970_linear_s8,,,1.259506178,ms,1259506.177,0,,board_measured_b1_scaled_by_measured_region_factor_0.5883,linear_s8,M=1;K=288;N=1152,50380,roccmoon_engine[curated],measured,
971,moonshine$dispatch_971_mul_s8,,,1000000000,us,1000000000000,0,,excluded_impossible,mul_s8,n=1152,,,excluded_impossible,hart 1's tile has no P-extension (PynqZ2Configs.scala:220 WithPExtOnTiles(0) names hart 0 only); this kernel's body is custom-0 throughout and holds no hart-1-executable alternative -- it would take an illegal instruction
972,moonshine$dispatch_972_linear_s8,,,1.263388958,ms,1263388.958,0,,board_measured_b1_scaled_by_measured_region_factor_0.5883,linear_s8,M=1;K=1152;N=288,50536,roccmoon_engine[curated],measured,
973,moonshine$dispatch_973_add_s8,,,1000000000,us,1000000000000,0,,excluded_impossible,add_s8,n=288,,,excluded_impossible,hart 1's tile has no P-extension (PynqZ2Configs.scala:220 WithPExtOnTiles(0) names hart 0 only); this kernel's body is custom-0 throughout and holds no hart-1-executable alternative -- it would take an illegal instruction
974,moonshine$dispatch_974_layernorm_s8,,,1000000000,us,1000000000000,0,,excluded_impossible,layernorm_s8,M=1;K=288,,,excluded_impossible,hart 1's tile has no P-extension (PynqZ2Configs.scala:220 WithPExtOnTiles(0) names hart 0 only); this kernel's body is custom-0 throughout and holds no hart-1-executable alternative -- it would take an illegal instruction
975,moonshine$dispatch_975_linear_s8,,,0.547545518,ms,547545.518,0,,board_measured_b1_scaled_by_measured_region_factor_0.5883,linear_s8,M=1;K=288;N=288,21902,roccmoon_engine[curated],measured,
976,moonshine$dispatch_976_rope_s8,,,1000000000,us,1000000000000,0,,excluded_impossible,rope_s8,T=1;H=8;D=36;R=32,,,excluded_impossible,hart 1's tile has no P-extension (PynqZ2Configs.scala:220 WithPExtOnTiles(0) names hart 0 only); this kernel's body is custom-0 throughout and holds no hart-1-executable alternative -- it would take an illegal instruction
977,moonshine$dispatch_977_linear_s8,,,0.548074988,ms,548074.988,0,,board_measured_b1_scaled_by_measured_region_factor_0.5883,linear_s8,M=1;K=288;N=288,21923,roccmoon_engine[curated],measured,
978,moonshine$dispatch_978_rope_s8,,,1000000000,us,1000000000000,0,,excluded_impossible,rope_s8,T=1;H=8;D=36;R=32,,,excluded_impossible,hart 1's tile has no P-extension (PynqZ2Configs.scala:220 WithPExtOnTiles(0) names hart 0 only); this kernel's body is custom-0 throughout and holds no hart-1-executable alternative -- it would take an illegal instruction
979,moonshine$dispatch_979_linear_s8,,,0.548530920,ms,548530.920,0,,board_measured_b1_scaled_by_measured_region_factor_0.5883,linear_s8,M=1;K=288;N=288,21941,roccmoon_engine[curated],measured,
980,moonshine$dispatch_980_cat2_c1_s8,,,1000000000,us,1000000000000,0,,excluded_impossible,cat2_c1_s8,N=1;H=288;W=1;C_inputs=4|1;C_total=5,,,excluded_impossible,hart 1's tile has no P-extension (PynqZ2Configs.scala:220 WithPExtOnTiles(0) names hart 0 only); this kernel's body is custom-0 throughout and holds no hart-1-executable alternative -- it would take an illegal instruction
981,moonshine$dispatch_981_cat2_c1_s8,,,1000000000,us,1000000000000,0,,excluded_impossible,cat2_c1_s8,N=1;H=288;W=1;C_inputs=4|1;C_total=5,,,excluded_impossible,hart 1's tile has no P-extension (PynqZ2Configs.scala:220 WithPExtOnTiles(0) names hart 0 only); this kernel's body is custom-0 throughout and holds no hart-1-executable alternative -- it would take an illegal instruction
982,moonshine$dispatch_982_permute4_s8,,,1000000000,us,1000000000000,0,,excluded_impossible,permute4_s8,d0=1;d1=5;d2=8;d3=36;p0=0;p1=2;p2=1;p3=3,,,excluded_impossible,hart 1's tile has no P-extension (PynqZ2Configs.scala:220 WithPExtOnTiles(0) names hart 0 only); this kernel's body is custom-0 throughout and holds no hart-1-executable alternative -- it would take an illegal instruction
983,moonshine$dispatch_983_permute4_s8,,,1000000000,us,1000000000000,0,,excluded_impossible,permute4_s8,d0=1;d1=5;d2=8;d3=36;p0=0;p1=2;p2=1;p3=3,,,excluded_impossible,hart 1's tile has no P-extension (PynqZ2Configs.scala:220 WithPExtOnTiles(0) names hart 0 only); this kernel's body is custom-0 throughout and holds no hart-1-executable alternative -- it would take an illegal instruction
984,moonshine$dispatch_984_matmul_b_s8,,,1000000000,us,1000000000000,0,,excluded_impossible,matmul_b_s8,B=8;M=1;K=36;N=5;transpose_b=1,,,excluded_impossible,hart 1's tile has no P-extension (PynqZ2Configs.scala:220 WithPExtOnTiles(0) names hart 0 only); this kernel's body is custom-0 throughout and holds no hart-1-executable alternative -- it would take an illegal instruction
985,moonshine$dispatch_985_softmax_s8,,,1000000000,us,1000000000000,0,,excluded_impossible,softmax_s8,M=8;K=5,,,excluded_impossible,hart 1's tile has no P-extension (PynqZ2Configs.scala:220 WithPExtOnTiles(0) names hart 0 only); this kernel's body is custom-0 throughout and holds no hart-1-executable alternative -- it would take an illegal instruction
986,moonshine$dispatch_986_matmul_b_s8,,,1000000000,us,1000000000000,0,,excluded_impossible,matmul_b_s8,B=8;M=1;K=5;N=36;transpose_b=0,,,excluded_impossible,hart 1's tile has no P-extension (PynqZ2Configs.scala:220 WithPExtOnTiles(0) names hart 0 only); this kernel's body is custom-0 throughout and holds no hart-1-executable alternative -- it would take an illegal instruction
987,moonshine$dispatch_987_linear_s8,,,0.568533120,ms,568533.120,0,,board_measured_b1_scaled_by_measured_region_factor_0.5883,linear_s8,M=1;K=288;N=288,22741,roccmoon_engine[curated],measured,
988,moonshine$dispatch_988_add_s8,,,1000000000,us,1000000000000,0,,excluded_impossible,add_s8,n=288,,,excluded_impossible,hart 1's tile has no P-extension (PynqZ2Configs.scala:220 WithPExtOnTiles(0) names hart 0 only); this kernel's body is custom-0 throughout and holds no hart-1-executable alternative -- it would take an illegal instruction
989,moonshine$dispatch_989_layernorm_s8,,,1000000000,us,1000000000000,0,,excluded_impossible,layernorm_s8,M=1;K=288,,,excluded_impossible,hart 1's tile has no P-extension (PynqZ2Configs.scala:220 WithPExtOnTiles(0) names hart 0 only); this kernel's body is custom-0 throughout and holds no hart-1-executable alternative -- it would take an illegal instruction
990,moonshine$dispatch_990_linear_s8,,,0.553796205,ms,553796.205,0,,board_measured_b1_scaled_by_measured_region_factor_0.5883,linear_s8,M=1;K=288;N=288,22152,roccmoon_engine[curated],measured,
991,moonshine$dispatch_991_matmul_b_s8,,,1000000000,us,1000000000000,0,,excluded_impossible,matmul_b_s8,B=8;M=1;K=36;N=165;transpose_b=1,,,excluded_impossible,hart 1's tile has no P-extension (PynqZ2Configs.scala:220 WithPExtOnTiles(0) names hart 0 only); this kernel's body is custom-0 throughout and holds no hart-1-executable alternative -- it would take an illegal instruction
992,moonshine$dispatch_992_softmax_s8,,,1000000000,us,1000000000000,0,,excluded_impossible,softmax_s8,M=8;K=165,,,excluded_impossible,hart 1's tile has no P-extension (PynqZ2Configs.scala:220 WithPExtOnTiles(0) names hart 0 only); this kernel's body is custom-0 throughout and holds no hart-1-executable alternative -- it would take an illegal instruction
993,moonshine$dispatch_993_matmul_b_s8,,,1000000000,us,1000000000000,0,,excluded_impossible,matmul_b_s8,B=8;M=1;K=165;N=36;transpose_b=1,,,excluded_impossible,hart 1's tile has no P-extension (PynqZ2Configs.scala:220 WithPExtOnTiles(0) names hart 0 only); this kernel's body is custom-0 throughout and holds no hart-1-executable alternative -- it would take an illegal instruction
994,moonshine$dispatch_994_linear_s8,,,0.582858225,ms,582858.225,0,,board_measured_b1_scaled_by_measured_region_factor_0.5883,linear_s8,M=1;K=288;N=288,23314,roccmoon_engine[curated],measured,
995,moonshine$dispatch_995_add_s8,,,1000000000,us,1000000000000,0,,excluded_impossible,add_s8,n=288,,,excluded_impossible,hart 1's tile has no P-extension (PynqZ2Configs.scala:220 WithPExtOnTiles(0) names hart 0 only); this kernel's body is custom-0 throughout and holds no hart-1-executable alternative -- it would take an illegal instruction
996,moonshine$dispatch_996_layernorm_s8,,,1000000000,us,1000000000000,0,,excluded_impossible,layernorm_s8,M=1;K=288,,,excluded_impossible,hart 1's tile has no P-extension (PynqZ2Configs.scala:220 WithPExtOnTiles(0) names hart 0 only); this kernel's body is custom-0 throughout and holds no hart-1-executable alternative -- it would take an illegal instruction
997,moonshine$dispatch_997_linear_s8,,,1.257873645,ms,1257873.645,0,,board_measured_b1_scaled_by_measured_region_factor_0.5883,linear_s8,M=1;K=288;N=1152,50315,roccmoon_engine[curated],measured,
998,moonshine$dispatch_998_silu_s8,,,1000000000,us,1000000000000,0,,excluded_impossible,silu_s8,n=1152,,,excluded_impossible,hart 1's tile has no P-extension (PynqZ2Configs.scala:220 WithPExtOnTiles(0) names hart 0 only); this kernel's body is custom-0 throughout and holds no hart-1-executable alternative -- it would take an illegal instruction
999,moonshine$dispatch_999_linear_s8,,,1.274037188,ms,1274037.188,0,,board_measured_b1_scaled_by_measured_region_factor_0.5883,linear_s8,M=1;K=288;N=1152,50961,roccmoon_engine[curated],measured,
1000,moonshine$dispatch_1000_mul_s8,,,1000000000,us,1000000000000,0,,excluded_impossible,mul_s8,n=1152,,,excluded_impossible,hart 1's tile has no P-extension (PynqZ2Configs.scala:220 WithPExtOnTiles(0) names hart 0 only); this kernel's body is custom-0 throughout and holds no hart-1-executable alternative -- it would take an illegal instruction
1001,moonshine$dispatch_1001_linear_s8,,,1.280670270,ms,1280670.270,0,,board_measured_b1_scaled_by_measured_region_factor_0.5883,linear_s8,M=1;K=1152;N=288,51227,roccmoon_engine[curated],measured,
1002,moonshine$dispatch_1002_add_s8,,,1000000000,us,1000000000000,0,,excluded_impossible,add_s8,n=288,,,excluded_impossible,hart 1's tile has no P-extension (PynqZ2Configs.scala:220 WithPExtOnTiles(0) names hart 0 only); this kernel's body is custom-0 throughout and holds no hart-1-executable alternative -- it would take an illegal instruction
1003,moonshine$dispatch_1003_layernorm_s8,,,1000000000,us,1000000000000,0,,excluded_impossible,layernorm_s8,M=1;K=288,,,excluded_impossible,hart 1's tile has no P-extension (PynqZ2Configs.scala:220 WithPExtOnTiles(0) names hart 0 only); this kernel's body is custom-0 throughout and holds no hart-1-executable alternative -- it would take an illegal instruction
1004,moonshine$dispatch_1004_linear_s8,,,14.160483953,ms,14160483.953,0,,board_measured_b1_scaled_by_measured_region_factor_0.5883,linear_s8,M=1;K=288;N=16384,566419,roccmoon_engine[curated],measured,
1005,moonshine$dispatch_1005_linear_s8,,,14.147144250,ms,14147144.250,0,,board_measured_b1_scaled_by_measured_region_factor_0.5883,linear_s8,M=1;K=288;N=16384,565886,roccmoon_engine[curated],measured,
1006,moonshine$dispatch_1006_cat2_c1_s8,,,1000000000,us,1000000000000,0,,excluded_impossible,cat2_c1_s8,N=1;H=1;W=1;C_inputs=16384|16384;C_total=32768,,,excluded_impossible,hart 1's tile has no P-extension (PynqZ2Configs.scala:220 WithPExtOnTiles(0) names hart 0 only); this kernel's body is custom-0 throughout and holds no hart-1-executable alternative -- it would take an illegal instruction
1007,moonshine$dispatch_1007_layernorm_s8,,,1000000000,us,1000000000000,0,,excluded_impossible,layernorm_s8,M=1;K=288,,,excluded_impossible,hart 1's tile has no P-extension (PynqZ2Configs.scala:220 WithPExtOnTiles(0) names hart 0 only); this kernel's body is custom-0 throughout and holds no hart-1-executable alternative -- it would take an illegal instruction
1008,moonshine$dispatch_1008_linear_s8,,,0.569489108,ms,569489.108,0,,board_measured_b1_scaled_by_measured_region_factor_0.5883,linear_s8,M=1;K=288;N=288,22780,roccmoon_engine[curated],measured,
1009,moonshine$dispatch_1009_rope_s8,,,1000000000,us,1000000000000,0,,excluded_impossible,rope_s8,T=1;H=8;D=36;R=32,,,excluded_impossible,hart 1's tile has no P-extension (PynqZ2Configs.scala:220 WithPExtOnTiles(0) names hart 0 only); this kernel's body is custom-0 throughout and holds no hart-1-executable alternative -- it would take an illegal instruction
1010,moonshine$dispatch_1010_linear_s8,,,0.534441135,ms,534441.135,0,,board_measured_b1_scaled_by_measured_region_factor_0.5883,linear_s8,M=1;K=288;N=288,21378,roccmoon_engine[curated],measured,
1011,moonshine$dispatch_1011_rope_s8,,,1000000000,us,1000000000000,0,,excluded_impossible,rope_s8,T=1;H=8;D=36;R=32,,,excluded_impossible,hart 1's tile has no P-extension (PynqZ2Configs.scala:220 WithPExtOnTiles(0) names hart 0 only); this kernel's body is custom-0 throughout and holds no hart-1-executable alternative -- it would take an illegal instruction
1012,moonshine$dispatch_1012_linear_s8,,,0.521586780,ms,521586.780,0,,board_measured_b1_scaled_by_measured_region_factor_0.5883,linear_s8,M=1;K=288;N=288,20863,roccmoon_engine[curated],measured,
1013,moonshine$dispatch_1013_cat2_c1_s8,,,1000000000,us,1000000000000,0,,excluded_impossible,cat2_c1_s8,N=1;H=288;W=1;C_inputs=5|1;C_total=6,,,excluded_impossible,hart 1's tile has no P-extension (PynqZ2Configs.scala:220 WithPExtOnTiles(0) names hart 0 only); this kernel's body is custom-0 throughout and holds no hart-1-executable alternative -- it would take an illegal instruction
1014,moonshine$dispatch_1014_cat2_c1_s8,,,1000000000,us,1000000000000,0,,excluded_impossible,cat2_c1_s8,N=1;H=288;W=1;C_inputs=5|1;C_total=6,,,excluded_impossible,hart 1's tile has no P-extension (PynqZ2Configs.scala:220 WithPExtOnTiles(0) names hart 0 only); this kernel's body is custom-0 throughout and holds no hart-1-executable alternative -- it would take an illegal instruction
1015,moonshine$dispatch_1015_permute4_s8,,,1000000000,us,1000000000000,0,,excluded_impossible,permute4_s8,d0=1;d1=6;d2=8;d3=36;p0=0;p1=2;p2=1;p3=3,,,excluded_impossible,hart 1's tile has no P-extension (PynqZ2Configs.scala:220 WithPExtOnTiles(0) names hart 0 only); this kernel's body is custom-0 throughout and holds no hart-1-executable alternative -- it would take an illegal instruction
1016,moonshine$dispatch_1016_permute4_s8,,,1000000000,us,1000000000000,0,,excluded_impossible,permute4_s8,d0=1;d1=6;d2=8;d3=36;p0=0;p1=2;p2=1;p3=3,,,excluded_impossible,hart 1's tile has no P-extension (PynqZ2Configs.scala:220 WithPExtOnTiles(0) names hart 0 only); this kernel's body is custom-0 throughout and holds no hart-1-executable alternative -- it would take an illegal instruction
1017,moonshine$dispatch_1017_matmul_b_s8,,,1000000000,us,1000000000000,0,,excluded_impossible,matmul_b_s8,B=8;M=1;K=36;N=6;transpose_b=1,,,excluded_impossible,hart 1's tile has no P-extension (PynqZ2Configs.scala:220 WithPExtOnTiles(0) names hart 0 only); this kernel's body is custom-0 throughout and holds no hart-1-executable alternative -- it would take an illegal instruction
1018,moonshine$dispatch_1018_softmax_s8,,,1000000000,us,1000000000000,0,,excluded_impossible,softmax_s8,M=8;K=6,,,excluded_impossible,hart 1's tile has no P-extension (PynqZ2Configs.scala:220 WithPExtOnTiles(0) names hart 0 only); this kernel's body is custom-0 throughout and holds no hart-1-executable alternative -- it would take an illegal instruction
1019,moonshine$dispatch_1019_matmul_b_s8,,,1000000000,us,1000000000000,0,,excluded_impossible,matmul_b_s8,B=8;M=1;K=6;N=36;transpose_b=0,,,excluded_impossible,hart 1's tile has no P-extension (PynqZ2Configs.scala:220 WithPExtOnTiles(0) names hart 0 only); this kernel's body is custom-0 throughout and holds no hart-1-executable alternative -- it would take an illegal instruction
1020,moonshine$dispatch_1020_linear_s8,,,0.547398443,ms,547398.443,0,,board_measured_b1_scaled_by_measured_region_factor_0.5883,linear_s8,M=1;K=288;N=288,21896,roccmoon_engine[curated],measured,
1021,moonshine$dispatch_1021_add_s8,,,1000000000,us,1000000000000,0,,excluded_impossible,add_s8,n=288,,,excluded_impossible,hart 1's tile has no P-extension (PynqZ2Configs.scala:220 WithPExtOnTiles(0) names hart 0 only); this kernel's body is custom-0 throughout and holds no hart-1-executable alternative -- it would take an illegal instruction
1022,moonshine$dispatch_1022_layernorm_s8,,,1000000000,us,1000000000000,0,,excluded_impossible,layernorm_s8,M=1;K=288,,,excluded_impossible,hart 1's tile has no P-extension (PynqZ2Configs.scala:220 WithPExtOnTiles(0) names hart 0 only); this kernel's body is custom-0 throughout and holds no hart-1-executable alternative -- it would take an illegal instruction
1023,moonshine$dispatch_1023_linear_s8,,,0.517733415,ms,517733.415,0,,board_measured_b1_scaled_by_measured_region_factor_0.5883,linear_s8,M=1;K=288;N=288,20709,roccmoon_engine[curated],measured,
1024,moonshine$dispatch_1024_matmul_b_s8,,,1000000000,us,1000000000000,0,,excluded_impossible,matmul_b_s8,B=8;M=1;K=36;N=165;transpose_b=1,,,excluded_impossible,hart 1's tile has no P-extension (PynqZ2Configs.scala:220 WithPExtOnTiles(0) names hart 0 only); this kernel's body is custom-0 throughout and holds no hart-1-executable alternative -- it would take an illegal instruction
1025,moonshine$dispatch_1025_softmax_s8,,,1000000000,us,1000000000000,0,,excluded_impossible,softmax_s8,M=8;K=165,,,excluded_impossible,hart 1's tile has no P-extension (PynqZ2Configs.scala:220 WithPExtOnTiles(0) names hart 0 only); this kernel's body is custom-0 throughout and holds no hart-1-executable alternative -- it would take an illegal instruction
1026,moonshine$dispatch_1026_matmul_b_s8,,,1000000000,us,1000000000000,0,,excluded_impossible,matmul_b_s8,B=8;M=1;K=165;N=36;transpose_b=1,,,excluded_impossible,hart 1's tile has no P-extension (PynqZ2Configs.scala:220 WithPExtOnTiles(0) names hart 0 only); this kernel's body is custom-0 throughout and holds no hart-1-executable alternative -- it would take an illegal instruction
1027,moonshine$dispatch_1027_linear_s8,,,0.561135247,ms,561135.247,0,,board_measured_b1_scaled_by_measured_region_factor_0.5883,linear_s8,M=1;K=288;N=288,22445,roccmoon_engine[curated],measured,
1028,moonshine$dispatch_1028_add_s8,,,1000000000,us,1000000000000,0,,excluded_impossible,add_s8,n=288,,,excluded_impossible,hart 1's tile has no P-extension (PynqZ2Configs.scala:220 WithPExtOnTiles(0) names hart 0 only); this kernel's body is custom-0 throughout and holds no hart-1-executable alternative -- it would take an illegal instruction
1029,moonshine$dispatch_1029_layernorm_s8,,,1000000000,us,1000000000000,0,,excluded_impossible,layernorm_s8,M=1;K=288,,,excluded_impossible,hart 1's tile has no P-extension (PynqZ2Configs.scala:220 WithPExtOnTiles(0) names hart 0 only); this kernel's body is custom-0 throughout and holds no hart-1-executable alternative -- it would take an illegal instruction
1030,moonshine$dispatch_1030_linear_s8,,,1.241342415,ms,1241342.415,0,,board_measured_b1_scaled_by_measured_region_factor_0.5883,linear_s8,M=1;K=288;N=1152,49654,roccmoon_engine[curated],measured,
